country,updated_country,Country Code (ISO 3166-1 alpha-3),Year,gold,silver,bronze,total,medal_sum,check,GDP,HDI,LE,EYS,MYS,GNIPC,MMR,PHDI,CO2_PROD,BMI_underweight,BMI_obesity,BMI_morbid_obesity,Mean_Height,Diabetes_in_18+,Diabetes_treated_in_30+,non-HDL_cholesterol,HDL_cholesterol,Raised_blood_pressure,Hypertension,cluster
Azerbaijan,Azerbaijan,AZE,2000,2,0,1,3,3,True,850.580596987553,0.6145,63.33625,11.6647927025,10.08348286875,3292.9425565,61.64601106,0.5877499999999999,3.7927550745,0.0265239616915392,0.1476016907117368,0.0089959510647442,164.85824803,0.0887232866915809,0.2369578013503439,3.274360223783595,1.117949724040363,0.2641789189155497,0.3743572951319348,1
Azerbaijan,Azerbaijan,AZE,2004,1,0,4,5,5,True,1013.0101113011698,0.649,65.849,11.9747379775,10.3495004175,4415.90560675,53.90913289,0.6204999999999999,3.5201196935,0.0233541257165507,0.1675040178007578,0.0111883479605564,165.12630700416668,0.0965395536579545,0.2516621314037396,3.2487408173723824,1.1299069378994977,0.2573066153083886,0.3797182506866869,0
Azerbaijan,Azerbaijan,AZE,2008,1,2,4,7,7,True,1964.5358290996817,0.69175,67.91900000000001,12.293187347500002,10.61788535,7422.38015975,40.9688660975,0.654,3.760549255,0.0215857317236655,0.187424799357692,0.0134920142905088,165.37081622916665,0.1023145359839534,0.2701164073049694,3.25209625417682,1.1381615000781786,0.2525424800692281,0.3878072233706808,0
Azerbaijan,Azerbaijan,AZE,2012,2,2,6,10,10,True,3541.5960772145672,0.73,69.42,12.6206325475,10.5290250775,12563.1720475,32.417814255,0.6917499999999999,3.26808528825,0.0208789990580366,0.2090827320614537,0.0161182559365385,165.7172415125,0.1076144797037632,0.2938111159285952,3.2744187974977215,1.1434536157603574,0.2481967665171111,0.3965063288185811,0
Bahamas,Bahamas,BHS,2000,6,0,5,11,11,True,30857.521850449943,0.7782499999999999,71.24775000000001,11.4204654825,10.7821578975,34751.1569025,59.8568198275,0.7144999999999999,5.9478059365,0.0471584877464913,0.2720405664569183,0.0444675464823154,166.58405313,0.1094364014030493,0.4184740272286015,3.658371316213268,1.178314357953163,0.2762137358587332,0.394973885251847,2
Bahamas,Bahamas,BHS,2004,1,0,1,2,2,True,33956.776104845965,0.7907500000000001,72.19625,11.489440967500002,11.16221037,36312.4440825,64.60120179750001,0.73025,6.087997595,0.0388504416712377,0.3189014149363308,0.0544561350221669,166.89309248749998,0.1260195172793383,0.4277539742886134,3.6079703155523113,1.199549006774005,0.2565420933442077,0.409175535008256,2
Bahamas,Bahamas,BHS,2008,0,6,1,7,7,True,34332.31878263882,0.7982499999999999,72.694,11.5588330375,11.49181013,36562.07592,77.858682025,0.73475,5.4849663995,0.0342367012100388,0.3576549456367192,0.0643575790652171,167.18770020833335,0.1416262616557578,0.4318695243294683,3.574971712416534,1.214545785670491,0.2409013133553376,0.4237419285268138,2
Bahamas,Bahamas,BHS,2012,4,0,0,4,4,True,32102.637846536178,0.79975,72.63524999999998,11.62864421,11.82185042,34201.5614825,88.6732417375,0.73175,5.674279646250001,0.0317892674329237,0.3924071363592525,0.075618924701644,167.59948292916667,0.1568975529179137,0.4326330660929602,3.5547905099237513,1.2262789009848487,0.2258557157881601,0.4355027725982379,2
Bahrain,Bahrain,BHR,2000,0,0,0,0,0,True,23771.24299746302,0.75075,74.62775,11.0862650875,7.30366053575,42113.0741825,27.537863465,0.55725,26.39471658,0.0462577089098877,0.2499229791830889,0.0186240122183454,163.03180394333333,0.1552019329225783,0.40290059882016,3.819693379060653,1.089772400562992,0.2908847013304024,0.3850351471447688,2
Bahrain,Bahrain,BHR,2004,0,0,0,0,0,True,24181.66279046024,0.7879999999999999,75.95725,12.2989527,8.236362433250001,44958.6089075,24.3718520075,0.604,22.7103255175,0.0389244085118536,0.2835887324812952,0.0236306724193949,163.27256601250002,0.1691404593094879,0.4287163730638166,3.7349541768192775,1.123251651339629,0.2670318401016566,0.3893870857529989,2
Bahrain,Bahrain,BHR,2008,0,0,0,0,0,True,22908.86711895613,0.7949999999999999,77.07025,12.4442454375,8.183760166499999,45678.5002175,20.374161375,0.5882499999999999,22.2861659675,0.0341319233895493,0.3095339789034555,0.0284633302468943,163.53085565833334,0.1798689906382088,0.4535697833811501,3.631815506017271,1.1498057181716836,0.2468164300309295,0.3889499845462583,2
Bahrain,Bahrain,BHR,2012,0,0,1,1,1,True,22297.94486482697,0.8062500000000001,78.54575,13.2666372275,8.11121281,41573.8197925,18.88265489,0.58075,24.499589182500003,0.0312121716042344,0.3318921313432434,0.0332977764827709,164.03298954166667,0.1913377643832857,0.4772835561575433,3.5203601143095753,1.1766470223931638,0.2275412172367572,0.386730681855546,2
Barbados,Barbados,BRB,2000,0,0,1,1,1,True,17651.085319588965,0.75,73.715,13.97847859,9.00643730925,13579.148722499998,47.5793201725,0.55725,5.79229349375,0.0438658157702098,0.2076940896815708,0.0272249872570633,169.24892045666667,0.1407675733602628,0.4163953074401996,3.14248252028995,1.072480976753109,0.2641146480313209,0.3792741562989147,0
Barbados,Barbados,BRB,2004,0,0,0,0,0,True,18889.597695285804,0.76375,74.2935,14.46999264,9.14938019025,14734.44585,47.2185032375,0.604,6.35169000325,0.0382417520941039,0.2412461736984132,0.0335281923402803,169.49606100833333,0.1594716891078391,0.4257926217483662,3.1499781254902386,1.0600155478836712,0.2556100264933651,0.390262331628914,2
Barbados,Barbados,BRB,2008,0,0,0,0,0,True,20282.25468094773,0.7815,75.00675,15.1465749725,9.5129523,15767.0519825,41.8121897075,0.5882499999999999,6.537705031250001,0.0347291852350598,0.2711863117212267,0.0394596528573802,169.71299245416668,0.1762072468488467,0.430279096629329,3.1741745014641625,1.0403841813013002,0.2488085315426198,0.4018186271349936,2
Barbados,Barbados,BRB,2012,0,0,0,0,0,True,20076.869383129582,0.792,75.6885,15.7688163525,9.6356967305,15680.9387425,53.1521708825,0.58075,7.176003767499999,0.0325220426349398,0.300376112189822,0.0459190975700203,170.06320497500002,0.1921682051173522,0.431683983014782,3.213585137127569,1.015287575928629,0.2451987222104099,0.4106947628476213,2
Belarus,Belarus,BLR,2000,3,8,11,22,22,True,1547992.1497420035,0.68975,68.64225,12.5306858525,10.1669835925,6870.80263475,30.732633615,0.55725,5.8149856475,0.0271807774299248,0.1792026200289315,0.0117004795632914,170.31388016,0.0450651633017497,0.334723160399358,3.828837523460782,1.352252050542488,0.3554927350898854,0.5122769717016104,0
Belarus,Belarus,BLR,2004,2,6,9,17,17,True,46144.89724866453,0.71675,68.86675,13.518703747500002,10.511990815,8771.648406,19.35735854,0.604,5.358078323,0.026629294427088,0.1923460860218041,0.0134759503822579,170.6313036,0.0479547586353812,0.3683238229516098,3.725157770299509,1.3613932450707762,0.3347265437772934,0.5072878296593116,0
Belarus,Belarus,BLR,2008,8,5,17,30,30,True,40001.4993503752,0.7555000000000001,69.893,14.69391966,10.8687055425,12563.15239,8.84634210125,0.5882499999999999,6.04410345925,0.0257001187468706,0.2034641127135831,0.0150439430731317,170.88060267916666,0.0511560869167081,0.4037867580235239,3.6196209385449674,1.363780113086315,0.3124317065958394,0.5052017172953058,0
Belarus,Belarus,BLR,2012,3,12,8,23,23,True,38701.343378601545,0.7885,71.1635,15.54854989,11.238516655000002,16628.573105,3.20403277575,0.58075,6.3401792455,0.0247006057585579,0.211177112066852,0.0163698079822166,171.15713155,0.0549827417995137,0.4433716784291996,3.499127510346634,1.3620956638111177,0.292786058439902,0.5018385774273384,0
